ID,mondo_id,prob,log2(prob/prior),related_words,top1_score,top2_score,top_gap,species
GSE100599,MONDO_0011122,0.0222591293427639,1.1104538157372794,"obese,obesity",1.1104538157372794,1.1052104382396444,0.005243377497635038,mouse
GSE100601,MONDO_0005570,0.1585919625817693,0.069477334861252,"block,cell,cells,critical,deletion,large,proteins",0.069477334861252,0.0643485583337481,0.005128776527503903,mouse
GSE100607,MONDO_0021143,0.4951218023892321,3.6847670931442007,"cell,cells,cutaneous,individual,melanocyte,melanoma,origin",3.6847670931442007,3.599796804625578,0.08497028851862254,mouse
GSE100608,MONDO_0002887,0.0028445141221305,0.0600673470556953,livers,0.0600673470556953,0.0600566388367884,1.0708218906904654e-05,mouse
GSE100634,MONDO_0000605,0.0127473663407816,0.4597455052415889,"allergic,asthma,immune,th2",0.4597455052415889,0.2862500414257355,0.1734954638158534,mouse
GSE100674,MONDO_0004609,0.0024811096503241,0.0540387663590859,infection,0.0540387663590859,0.0538828272894266,0.00015593906965929993,mouse
GSE100686,MONDO_0005336,0.0574495409929205,2.295795322762322,"muscle,skeletal",2.295795322762322,2.2318418141348246,0.06395350862749716,mouse
GSE100690,MONDO_0005283,0.0105989422023637,0.3054880763877727,retinal,0.3054880763877727,0.2642445783422126,0.0412434980455601,mouse
GSE100727,MONDO_0019755,0.0234664805666968,0.0537237248683497,"controls,development",0.0537237248683497,0.0008938698145071,0.0528298550538426,mouse
GSE100732,MONDO_0005066,0.0545689464369791,0.5308719000586792,"mitochondrial,transcriptome",0.5308719000586792,0.4318074140091267,0.09906448604955254,mouse
GSE100771,MONDO_0003778,0.0086760008343799,0.1379536219347427,"damage,dna",0.1379536219347427,0.1379441873646744,9.43457006830073e-06,mouse
GSE100807,MONDO_0021043,0.007655260551046,0.3134826581870619,tumor,0.3134826581870619,0.2555564978368562,0.0579261603502057,mouse
GSE100816,MONDO_0015547,0.008688641596297,0.1395594037689423,induced,0.1395594037689423,0.0862571109454804,0.0533022928234619,mouse
GSE100820,MONDO_0018874,0.2410402076102639,2.991231406337651,"acute,aml,block,differentiation,inhibitors,leukemia,leukemias,mll,myeloid,prmt5",2.991231406337651,2.9608977375704355,0.03033366876721555,mouse
GSE100827,MONDO_0002515,0.1218813171150243,1.5434081241074022,"illumina,liver,regulation",1.5434081241074022,1.4103118254111136,0.1330962986962887,mouse
GSE100835,MONDO_0005381,0.1090178150530181,0.4165496905735766,"activity,binding,chromatin,enhancers,hematopoietic,megakaryocytic,transcription",0.4165496905735766,0.3389753048446007,0.0775743857289759,mouse
GSE100858,MONDO_0005087,0.4184686429851375,2.3998149126503026,"airway,allergen,allergic,asthma,dust,genes,lung,mite,th2",2.3998149126503026,2.19119877747798,0.20861613517232236,mouse
GSE100863,MONDO_0003778,0.0081690301721569,0.0510882418583709,"dna,stem",0.0510882418583709,0.0510773709818799,1.0870876491000936e-05,mouse
GSE100873,MONDO_0005108,0.5572123785948407,3.520562640017792,"cells,infected,infection,type,viral,virus",3.520562640017792,3.411804632515296,0.10875800750249587,mouse
GSE100874,MONDO_0005244,0.005802160406874,0.0845334922110856,stem,0.0845334922110856,0.0772585451497291,0.007274947061356493,mouse
GSE100888,MONDO_0020128,0.5045364621840902,4.478000242056728,"als,motor,neuron,neurons,spinal",4.478000242056728,4.445246790451234,0.03275345160549392,mouse
GSE100934,MONDO_0000812,0.0022785916954048,0.1560487991545551,disc,0.1560487991545551,0.0323623498408741,0.123686449313681,mouse
GSE100941,MONDO_0016756,0.0032774122239731,0.0940251091269293,cerebellar,0.0940251091269293,0.09025124234265,0.003773866784279295,mouse
GSE100961,MONDO_0002277,0.0022863794965661,0.1609712543211914,macrophages,0.1609712543211914,0.1609393902092486,3.186411194278094e-05,mouse
GSE100964,MONDO_0005372,0.0069137112656756,0.638443381816823,spermatogenesis,0.638443381816823,0.3938337607382918,0.24460962107853124,mouse
GSE100981,MONDO_0009831,0.0786014933362216,2.785654046002054,"lines,pancreatic",2.785654046002054,2.775688364137855,0.009965681864198661,mouse
GSE100983,MONDO_0005113,0.0193443413624421,0.2503203445661384,"bacterial,disease,host",0.2503203445661384,0.0655840556339869,0.1847362889321515,mouse
GSE100990,MONDO_0003225,0.145980051226249,1.5566283328338255,"acute,cell,hematopoietic,hsc,leukemia,myeloid,rnaseq",1.5566283328338255,1.525408813512543,0.03121951932128253,mouse
GSE101016,MONDO_0024355,0.2416119767423761,4.548692268184757,"infection,influenza,responses,virus",4.548692268184757,4.269018438653183,0.27967382953157394,mouse
GSE101091,MONDO_0005560,0.4226195486748283,1.2909544732867124,"brain,diseases,interneurons,neurons,transcription",1.2909544732867124,1.2737606526842074,0.017193820602505072,mouse
